date,value
2008-06-01,24.58062419165492
2008-07-01,24.696634317212947
2008-08-01,25.47351467062193
2008-09-01,22.49393166489171
2008-10-01,21.519436668811455
2008-11-01,21.69921857093963
2008-12-01,22.95603577601202
2009-01-01,24.745336057161246
2009-02-01,26.950568148741386
2009-03-01,28.610894914830777
2009-04-01,28.132939964072037
2009-05-01,26.013558976342548
2009-06-01,25.65410927949371
2009-07-01,25.152936451629966
2009-08-01,23.869007859074067
2009-09-01,23.7434471482479
2009-10-01,21.907328289835252
2009-11-01,22.737549366143654
2009-12-01,23.300861979787282
2010-01-01,25.458049215749835
2010-02-01,27.24025443404942
2010-03-01,28.61719760848192
2010-04-01,27.03646490961043
2010-05-01,26.490033411350456
2010-06-01,26.4814230060667
2010-07-01,24.286431422815603
2010-08-01,25.644718402368746
2010-09-01,22.97958902381654
2010-10-01,23.49688002673178
2010-11-01,22.096132934626016
2010-12-01,24.22192134141661
2011-01-01,26.025118284930134
2011-02-01,27.165480152216503
2011-03-01,30.046240681215416
2011-04-01,29.8121096510897
2011-05-01,27.722675078290294
2011-06-01,26.607531559681988
2011-07-01,26.106086472119095
2011-08-01,25.000573853599814
2011-09-01,25.368633126651567
2011-10-01,23.1921202443754
2011-11-01,23.152432237747988
2011-12-01,23.739934474512005
2012-01-01,26.07305248518186
2012-02-01,27.87390151483273
2012-03-01,30.59138904791677
2012-04-01,29.31484307741608
2012-05-01,28.933297319364172
2012-06-01,27.334238124587625
2012-07-01,26.29863770699312
2012-08-01,25.962077444404546
2012-09-01,24.830401549982696
2012-10-01,24.090173414470197
2012-11-01,23.481782560207556
2012-12-01,24.60062802123184
2013-01-01,26.123926455311608
2013-02-01,28.719973010452236
2013-03-01,31.3894314007227
2013-04-01,29.51869840943639
2013-05-01,28.16028730523516
2013-06-01,28.08483925276779
2013-07-01,28.204726929711754
2013-08-01,25.769307066793214
2013-09-01,25.599012531446274
2013-10-01,24.214165839942332
2013-11-01,23.12104334768477
2013-12-01,25.813279497611987
2014-01-01,27.544761452939333
2014-02-01,29.830860062196187
2014-03-01,30.365291536912792
2014-04-01,30.79060970594801
2014-05-01,29.034904990023687
2014-06-01,28.312690051071115
2014-07-01,27.10963048508203
2014-08-01,26.463956069270683
2014-09-01,27.1426474387546
2014-10-01,24.835381942049978
2014-11-01,24.99529823762884
2014-12-01,25.853613353995215
2015-01-01,27.8132556182046
2015-02-01,29.994248232686775
2015-03-01,31.803847678442047
2015-04-01,30.838786057052964
2015-05-01,29.827009895879126
2015-06-01,28.96002114877043
2015-07-01,29.134730408163804
2015-08-01,28.23675499691752
2015-09-01,27.06324190683277
2015-10-01,25.33867859432039
2015-11-01,24.447426337993374
2015-12-01,27.032771592221927
2016-01-01,29.268190637243553
2016-02-01,30.772962403975825
2016-03-01,32.2865184910447
2016-04-01,32.08293798502553
2016-05-01,31.005718161422685
2016-06-01,30.084476394204238
2016-07-01,28.613848527070264
2016-08-01,29.319155302138057
2016-09-01,26.544266244923843
2016-10-01,26.805120000045882
2016-11-01,26.20676185736757
2016-12-01,27.523429560384933
2017-01-01,30.401355399612825
2017-02-01,32.369312421102094
2017-03-01,31.729929004329353
2017-04-01,31.017363472825917
2017-05-01,31.536426155575402
2017-06-01,29.365819066274653
2017-07-01,29.441936497379107
2017-08-01,29.420245723459377
2017-09-01,26.82608345453894
2017-10-01,25.41351270469884
2017-11-01,26.594250369216766
2017-12-01,27.524427964842623
2018-01-01,29.560228003601733
2018-02-01,31.969470459856584
2018-03-01,32.45495884921368
2018-04-01,31.671228635273124
2018-05-01,31.437122614118202
2018-06-01,29.933966487411908
2018-07-01,28.921737140432786
2018-08-01,29.74311555981162
2018-09-01,28.394642624335173
2018-10-01,27.58924354881134
2018-11-01,26.32266429407072
2018-12-01,27.60783892190013
2019-01-01,29.610622032306836
2019-02-01,31.90810564981823
2019-03-01,33.68130914053954
2019-04-01,32.68606649938229
2019-05-01,32.316891354923605
2019-06-01,31.32641848811584
2019-07-01,31.84635464147208
2019-08-01,29.049109983592576
2019-09-01,29.55168827840235
2019-10-01,27.806832824772552
2019-11-01,27.496586681412428
2019-12-01,27.63316565235468
